Address,Transaction ID,TotalCommitedALGO,Committed Algo Amount,Committed LP Tokens in Algo,Total committed amount eligible for extra rewards in ALGO,Registration Datetime,Beneficiary Address,xGov Controller Address,xGov
VYUAQ7SJGEIFC3CGR6KDNBPFDV32AELPOERZXLGYKXZWGN5CIBJZFOQ2XA,UUYVQY4TRA4SWOUAKVDQ4XCYJYFYLX4D5QPXCS473ICFZT6XJHZQ,8832298892,0,8832298892,8832298892,2024-10-14 15:59:58.209164+00:00,,,No
MMOSX2JGAAFRRPPQFZBR4BNCGJFQF4WKHI2JKB76DQZV7ZVIELRSBXR2ZQ,GUU4H7SDPYJ6BXVWPB4ANQEUWVFQ6OZDGJXUDTYUVPFVDZ6H4CZQ,180074583901,45000000000,135074583901,135074583901,2024-10-14 15:59:51.647378+00:00,,,No
QKR2OF6MIVVPCXJO2EUMQ7TL2QQADSJQDDBGZGN7GPFVHUJSJDC3UB62DE,NHMABB6OU6LOQZ5KXWZ4JXCNFRXU3WEVRLKRVPPWWF23VCE2JENQ,29499713793,0,29499713793,29499713793,2024-10-14 15:59:18.062740+00:00,,,No
AEMZR3LSASIB2CBJS3SKNIRK3MX42VQLUVOF37GIJJVFKF4QM2GT2OONCY,ZYNVHH2EPF4USLZ3U5LFCIJTCHM55TGDN5WSSXRZLHP33VQMR7IA,6255650642,100000000,6155650642,6155650642,2024-10-14 15:59:09.456458+00:00,,,No
IUXKDRGUIRXSOUKIK4E3WUQW7FRKYREOANNNZ4PTKKKQOFMBL245OXITZU,Y25GLWN44FTICC65BVUZ2XP62ME4EHBCKUYUBU5ZX54GZLR5SH3A,3506332054,3506332054,0,0,2024-10-14 15:58:21.405689+00:00,,,No
NTPZ6YM5TA36WBUV7FXFLIK7OOH3KGINWKTAGQB35XZ73XIFOAMWEAE3BE,JAS3XV2KX4SZW6DHAEME4KZH2PUQSMPCQDYK6TWMT75OJC5ISWYA,15400000000,15400000000,0,15400000000,2024-10-14 15:58:21.386736+00:00,CL2ORUNYWKO5NLQUFFAX75SNTLSPZSPC52FYBP6XHSU5KPUOY2A5ZT36B4,,No
AKBIEESDF4MNTJ5LBJRI2JQOUL2S25GDB55I6VWISBM4J7FFMSR4RKYJ6I,4PTE72TOZVRJVDOQJC5ONUAGMMK2Q4IX7E5W3FN2XSSWXNFEYCRQ,1055000000,1055000000,0,1055000000,2024-10-14 15:58:14.882011+00:00,ZCD52JBAGNEJUVV6W4JMILN5UW52ERQB4O3RFDMFRUHI45PBSSBXTOAS6I,,No
GVBOLAZJU24BAJUIOFFX3GKYN6NHQHNSCPJDQQP3VVOSXPH7PDHEKBNXGE,YTLQYYLHFPHI6UHGX72PQWX4PVJ2XFP4HALHCGRD3ILWBZS2R4VQ,998000000,998000000,0,998000000,2024-10-14 15:58:12.730219+00:00,E3ZVEJATXHORWP36YYEKYVXHFFJFJOR4NPSZUENS5327QSBAVKZXUSDDSA,,No
BZ4PU5EUM4CB57R2JRNQFBN4VPK24N6MQVCHZ2ZYSNWIMGQNBX2IESTMAE,IBRWP7BEP2R2PDXEVNBDFU7VK2WKKHQ36F7ZJRE56RF27KRHLEFQ,200000000000,200000000000,0,200000000000,2024-10-14 15:58:07.138549+00:00,LDFCBONEO2KKOWOIJOVB3IBCRTLFBJKWWOCLDVVBWGWWHVNIHC72AMGABU,,No
4DJLPIJAZL3YKO3RH3Q3PO2SYRE6CPUWEKABPMXREMJ3YTYSR5VBHTNSMQ,JURB4QQ75MTN3MPLU3JVIBD3RIW6HRK2B4DM4H2VBU6X6VHTNSQQ,81513571,0,81513571,81513571,2024-10-14 15:57:55.286652+00:00,4NN3HHJDD7GG6KEVHVAHRRPP7XQOHYRU7SCEWHPKRVZXJSG2PPR2YVKXVQ,,No
CL5DRUJBB2BEP6LYSVJMZMWHCAZ5PLUIYWHXV5LOY2HYWONONOS74NXWKY,2WJOAZWIKPAX7V2C2DZNEDJEBUMHDWBEWC6SVSOIYPGHFMWZA7VA,44545873042,44545873042,0,44545873042,2024-10-14 15:57:41.410262+00:00,7DKBC7KOPEEHH7LBMAVPBXKTO2G6ZRUUPFXYIWME4G26G7EMDB2ZX5GGJI,,No
MJ3GR4IR4HSMCOSMOWU4FMUD5XXFXCQVOGTWRLG2YMNS2RKG7XQ3TILU6I,GE3ONLRD3XMROFWBTEZMCBDB2IXNM65W6GEFDK7BZZ7W26T5F2VA,502500000000,502500000000,0,502500000000,2024-10-14 15:57:22.343251+00:00,MMOSX2JGAAFRRPPQFZBR4BNCGJFQF4WKHI2JKB76DQZV7ZVIELRSBXR2ZQ,,No
3HFGZMMSUOKWF3XRPXP7GJ76NBYRVFDFLOUP7BGO7ZJQHPCP3PUCIUBHA4,GP4CA65NL6NX3J2CZXRATIPQJ5AMF573GLX665F2Q4DQETATXPQA,200000000000,200000000000,0,0,2024-10-14 15:57:16.901171+00:00,,,No
AJ45OB6JUHPSIQBX7XORAHEEKPFFELYHJGA4ORE5Z4MNWGDVVHHNGLBAEI,VGTKVHUIQ3XCI2MZYPXDVPA4OLUQSBJIPIOITAYDUVYDAVYYX2CA,12162000000,12162000000,0,12162000000,2024-10-14 15:57:02.967919+00:00,4NN3HHJDD7GG6KEVHVAHRRPP7XQOHYRU7SCEWHPKRVZXJSG2PPR2YVKXVQ,,No
SITVSTKW5NOP7I7XSGJ2JECRKPPQSW2K2QUXRJ2K5BAOPI5OSDR4YSEL64,XTI3EMYVZJNSWRKXSZMZWCRJZ7SSXWUN7KEHJ6CHRCGANKB5CCBA,10500000000,10500000000,0,10500000000,2024-10-14 15:56:48.733467+00:00,XKAG5XBRKI2VPEJYW75KGSF7DYPDAUTHOTSKDRST3IGX6UBX5XCGM4BCVU,,No
UP5723WOKUOA2KIOYIRXM6QWPSJQGSBM3SRFTJLPIOFTIO6C5ATHIS6MKA,LG2ROFHALFR3OQNFKTBKR632HCFSGVDTMFMMB6XPJK2REIDS6HEA,12954905107,12954905107,0,0,2024-10-14 15:56:48.679480+00:00,,,No
EOXKHS6RZIRDRB4AW3GO6VFNWOGSGL7RJOACJSQGAR2O7N2SIN4WZAXKCY,4UUH3JARTMUFXAYZKVOO72ZADX3VGZJ3WCW445UZ33SSDA2PLHBA,331145437746,331145437746,0,331145437746,2024-10-14 15:56:36.886913+00:00,O4HAPTZEXNTTJRXJ5J5FYGPLOHQI6LBG5PD6YLCUDGO4XIAGEITDZVXNWI,,No
LS6OL4RBFYEEF46R7QIJPLRWQKC63NS243KO5MU4N2MTNHCYSAVYVHZNJM,IW7MYNRKRXEMTJDRW734W5TNKKE3LCQ4ZFUNKQD534JUTWGUAJBQ,2290989998,2290989998,0,0,2024-10-14 15:56:31.819703+00:00,,,No
IKTTM7363FNLXIE5LXIFKYF5BIL7X7HZHX5EOXNIXTFFSRET2I2DQJN4WU,PYUYX6X6MGIRZKA7M2OAJ3RNQFHCB2UP5TRHEI5WT5GNFSDCONAQ,30000000000,30000000000,0,30000000000,2024-10-14 15:56:23.174773+00:00,QKR2OF6MIVVPCXJO2EUMQ7TL2QQADSJQDDBGZGN7GPFVHUJSJDC3UB62DE,,No
RYQUMA2MPCSDUEM62TTXSIWZZD2UL3B344TBZY642O7NQQ4REAR4HST5RQ,QJXHBCRZ4WWOFSXWRYJ77V3UVLOA5RSQWTREHLDTVISQRIKDAC3A,100000000,100000000,0,100000000,2024-10-14 15:56:21.191237+00:00,RKTWI4ENA4Z3AM5LYUSW647AMSDJLT5WDXRZS3IMOMC3B6AQA6S7SOFZDI,,No
FZCAT2Q2LTN52TYAUFXSOQJLQV2QUEKXFWOP6KNCOUXDV55EHL3X567PSE,JO4AMBEY2VLJCSE7K4IKBKYT3UTAFF6MEJB4YX2SMC7KWNCIIDTQ,8000000,8000000,0,8000000,2024-10-14 15:56:04.498607+00:00,MVUXEMC3FP62CQGUUIRVN35V3B5CKADW4Q3JKD5DGJ4MH6RJJ72OD2MVGI,,No
PNUCYC6ZPQUAIZYXEEEBWPGZKXBMCKD6CZ6KHSZNIJLOX7DTYSGEHNHT7I,XRGY4R2JNHXPNCA3T6LVJYZJVBBSBBTWD4MD65NF5LZU2IZEKAKA,9049017708,0,9049017708,9049017708,2024-10-14 15:55:55.075626+00:00,LAH4FD6RN6ACVHHTK5FXGJGNQJEMHY3FPG37YTCQGYJNFZLU6GCB3TVAJQ,,No
G3KIGJED2OTZLQR44I3EPXNM6GGY4MZRPJX6WA3OJRQODBRWBQZ5NQHWCA,GKMK7A6WYMRWG7J5RXBZLUG3RSD6ONBPWUKQNCL7OBKTDNZJSEKQ,142900277542,142900277542,0,142900277542,2024-10-14 15:55:21.451954+00:00,BP2KPO55UJ5R7VXG472OOKDVMNMHYHGQOPZ6PK74PRTZBC24G4SNKSBPHY,,No
KLNHTLY422QBYK4ZN4RWID2OMGR6AANYCIOCOMSTPRVVQFXTVZFK4JGTYE,54RNIQ3X2HOUF7QMPDRVSHWJ2SCNX4C7YHRWRQ42J324UBVTARQA,144000000000,144000000000,0,144000000000,2024-10-14 15:55:19.092422+00:00,TI7PD646SBEKGBYEQKSIG3GZNRYFVTT4ZX5U76KPYWFTXNEHRNT53AAHIU,,No
BZEK42L2J6XZLKAVSMKSZMLFXCRBJOOGTL7LU4OAOXIFFYNI3Z75AHDOVM,ZPJ4SLTNVOLVYJKXVVG55KX5KWWRBFV46PQUFXYTX7M7ZIMNK5BA,7419561694,7419561694,0,0,2024-10-14 15:54:44.895109+00:00,,,No
PTEJ6OOFIAJNQANWGMHFBAFKTLQEI7YTSJI7PQUW6EFMTW3M5UC3FL3N3E,JOIH3UB6UH4XBYIJSWPFJGLDXSVE6Q35NQB52F4Z35LIIDIBGJJA,2650000000,2650000000,0,2650000000,2024-10-14 15:54:37.058447+00:00,67GUH7WOYVMNKO2VZKHRIYSNZKTMERIZOJSAIBL4JZLCZCKCC2ITK5A5K4,,No
SV4PBC3ZZBXABDFJMYJ2JZG6WNO737X4BMFCTZ2TPV2PQLJKLNS2AD6UHU,HWSXTD2Z2V2DVNXDD32HFKYVKZUITVA4MXQDKXSOUMAWJDI6VNEQ,250900526895,250900526895,0,0,2024-10-14 15:54:37.026225+00:00,,,No
GM6P77RSM6QMBZ7IITM2D7UTXEU7BCIOH3HASZ65IJ6RQ2SHR6GOV4QFOA,HMZHEC3HHPMOMKBSM7ATUGVIMWEU25555RQXL3OBOL7ZOEBDR4JA,30000000,30000000,0,30000000,2024-10-14 15:54:33.727353+00:00,GVPYFCA3FYBX3WQDKLSRRH2DHTOXLXVZMZZWUVA4NIXZEPSZL3TKOWR76A,,No
G2LFDJYJIQKWUBQKP7T3BGJS5ISDQLKS7ILNHOMEJV3L7VL436JNOK5P4A,QAQNQFGRUQNEXCTBZD6C7S24WTGS45D4I4CQMIF6XZRUDO6H77FQ,39952713957,0,39952713957,39952713957,2024-10-14 15:53:57.610165+00:00,3L3NSBVLPRMPQESHSPGCTXFHY653IXF2PSFIUJAVTNVUY6Z52YDFGWFD7M,,No
FJLEV6VRFG5FBHCGEXJT3IQCJZ34AGOYPQ64A625NKXFFBDKBH2VGVNS6E,IXHQ3WSZJOIFCIZQCJ2MRV7HQKFXVXHTUNDJK2ZZ4DAJJIZSNNKA,115774252349,40000000000,75774252349,75774252349,2024-10-14 15:53:20.179573+00:00,,,No
UK5XKVG7BRVRWXI4TNFBNRCU3CP5CXGKSY4L4FB3BAFIDMBM2Q5Y6R5FRA,EUK6VHAF4TH2KYJD6QSWM4BZZNGMIVWBEAJN6T5GWWR752C2VHLA,257792712,0,257792712,257792712,2024-10-14 15:53:03.273339+00:00,X4BW3S3SH2IU734GXYKSJEJQN7IBQV3T2DJENDXDJ4PAMN52TWQBKU3OIA,,No
Q22S6S45Z4Z3VR4RG5UUXVTNPD4KSXYWLGF2S6EPAKTLYN6CX2LAIF4ZJ4,ZFQNB5CGOQ474FNIPXZRSKDYWATM4RWMPNTCVKKRW4CBNZLX5ACA,1547852714,0,1547852714,1547852714,2024-10-14 15:52:46.136248+00:00,X4BW3S3SH2IU734GXYKSJEJQN7IBQV3T2DJENDXDJ4PAMN52TWQBKU3OIA,,No
HBLAALEIRJLFKHVT2PXZOQNTWQHP33P5C46MVYZMN7AM5F7CPK6HPR6Y3A,4TEF5C5LFMSY5OAH7HBIM63DO53NNEWRXOW7FGLUFRLPFNTBGSRQ,1153860255,0,1153860255,1153860255,2024-10-14 15:52:26.564709+00:00,X4BW3S3SH2IU734GXYKSJEJQN7IBQV3T2DJENDXDJ4PAMN52TWQBKU3OIA,,No
67YMO4M4PQX32UMAVVBSITS4GXVJYHQBNWD3QFJRY6G7RDN4QTORFFXA6A,PEHRUSR4TUYT7M53BP45V7H6ARENGXPAKXM32WWLETA4YUMZXVHA,13722067,13722067,0,0,2024-10-14 15:52:21.626449+00:00,,,No
PXDP4UVCJTK6PAMSWZZYJS3E4PT7TJBK3PRSQRSNPUWPSHHMXTG4WJJBOY,QHYJ7AIZMEIO2BJ3NSVAYRCA2VIFUV5OQC2UBSSPJHTUV35MM2UQ,11797207841,0,11797207841,11797207841,2024-10-14 15:52:13.011946+00:00,,,No
3K2BDRJTTMBU4AUIWJCVJD4FH6YCJUSSUIOQECACELHLTASJDZENPNDWBI,ZSUEVVAY37H3T4V3AVCRMN5EMAIR2V6L46YJLT6TD5WCT5PLAISA,11134700000000,11134700000000,0,11134700000000,2024-10-14 15:52:06.491325+00:00,WFNHC4EBGGEJTRNGXHTOTOIRBZLATOZLZCH5LDFOCRO2LRGD7FRJBH2FGE,,No
SXQDNQGSY76MRSQQQBUVJU752EKGSCBTUXL7IOO7FHYYGZ4YAPZ3P2SEIU,WDXEBE3QQCL23YKCGBO7TWVKIO7Q2DKH3T3EPSSIEPRGQBXQE4VA,620000000000,620000000000,0,620000000000,2024-10-14 15:52:04.363469+00:00,T2RVXMHASWRGYTEOQHRDNMCWD6JDJZKAJ7M542YIUADO7LHRUTNAYILSUY,,No
EWRG36RKY3KIEFJNTED452T3UWU7P4CIO2VJP2LXTTR2FZHR2UQBBKUK5M,AV6URYBXADQW7ZVXTLLJXW4QIV6ZF2TBCWYR4RCX2VVDVEWQLXOQ,547248919,0,547248919,547248919,2024-10-14 15:52:00.775219+00:00,X4BW3S3SH2IU734GXYKSJEJQN7IBQV3T2DJENDXDJ4PAMN52TWQBKU3OIA,,No
GGDI6KP5LKQL4OIT4ERVUVBHR2IFUVDLIECBV2AVJELP4M7LI2UGOXHIRM,QGJFKAIQ64UUTUOB7ITKIVHQSZELIAAIG26KT4MZ4JLLGDGZJYSQ,150000000000,150000000000,0,150000000000,2024-10-14 15:51:46.325599+00:00,ZKKXG4KA5PTZ526QA4URHSNOTYGHDON2GGTS3L6GCVDN6QUVIZNIMZ7K64,,No
7UWSTRUI5HA2DNV47WB6FFKSDYKOUAI3JUZW2GU6CNH4W4BRWI2FFRIAQY,NJBQO6CC27HL6HE5ZXIGZGVDDX43AOS55OF4LGIIKB5DLZNJDRJQ,1264305115,0,1264305115,1264305115,2024-10-14 15:51:44.336379+00:00,X4BW3S3SH2IU734GXYKSJEJQN7IBQV3T2DJENDXDJ4PAMN52TWQBKU3OIA,,No
I2EMN5OD4QJHHN2QARQM34DTYZ4JLNBK4P3BJJMDAH2FXEIAQDKURUJYKM,2PFB2F2QZ2MN5U3DAGZX2AVCHHRRLXW7HVVFLVNUVFYR2SBHOXNQ,4726930903,0,4726930903,4726930903,2024-10-14 15:51:30.366063+00:00,,,No
6SR2CO2WSJ7LHK7MZEFGCRGXN5B3VVAMOUPBVPX27KURAWVAVKXKHYX5VI,RVZZ6EEZXOJG5POC3CKYF5Z27C4UNUO4KM6INQ4Q7SNIRNGT4VNA,195942412,195942412,0,0,2024-10-14 15:51:17.844076+00:00,,,No
2RFL4MLVBJGE62JSQTO3IETY3UZSR4SBW3PFBLJLK3VQQVQ5RJLV2XIW6M,LT7PLATS5FHUZX3NMMEAQHY65L3MASCRNZWZCY3SLS7VTJKSMCMA,2020000000000,2020000000000,0,2020000000000,2024-10-14 15:51:07.168152+00:00,A4YW55ZEC2TTIN2TEVN56IRVGLWQYQRUNJTPG37OTWE4EJWNAH3EUKHZKA,,No
PXFCAL76TS3HVBNDWLSFK7R5FYN3T6CGY3SGTHGMYKXJYB2OTDCXXXF2ZI,L2SPN4GSS6MQYK2NFJTFZJSM65U6VUWVKXVGFH4CNF6CRPDOAEVQ,10001000000,10001000000,0,10001000000,2024-10-14 15:50:50.070464+00:00,PXDP4UVCJTK6PAMSWZZYJS3E4PT7TJBK3PRSQRSNPUWPSHHMXTG4WJJBOY,,No
GYBQXTIRZYZTCTZW4CCIBN4XW7GJG6UTYAXP4Z26NBORBZSTTWB7TP4BXY,MV4N2AFQGB5INLRARIU6WL6MWEMCRWG3F6WAET75OZVE6W2OG4NQ,30091000000,30091000000,0,30091000000,2024-10-14 15:50:23.704172+00:00,HXNQYGE5N7PEAWXD2U24DPJHHFPTGQH3HHC5HYQE3TC7HSARDFNJXIT5ZA,,No
UMHI6KCU4263IGVTRJZOBK346CRPCZZWNCWMTG3ANB6GS4SAOMRLL4ZES4,EL4GT3RHSRUWA5Y5P5DQVU7YAAEZLI64LQ3MGLSALSXL5C2HKN7A,7552461473,7552461473,0,0,2024-10-14 15:49:30.753454+00:00,,,No
IEBRUJR5QIXNZMFH2DAPUQ5FQTIA7JGPBUQJ6MALUJFM7XRT2TZHUOL554,CVF7FF73YLWIF3ZMU5FXZIA4ADHW7XALJDFKL5HOYDKZAJDUEC3Q,132257050181,0,132257050181,132257050181,2024-10-14 15:48:53.467761+00:00,,,No
WWSXJ5L3LDLLEXFNQWUEL5UC2S4W2AT54RUQWRHTU5OOC7AELA3OQMRMF4,4YSMZORL3JH5VWMUCCSQ2V2YECUQRZX6JLBLGV2TLLU7LC7KWT6Q,5250502,5250502,0,0,2024-10-14 15:48:47.908642+00:00,,,No
W42E2NOYI2CUJUWDXV7C5TDLADBIZ32X27AS7CPZZRHDZHS6JPALX4TNTI,6PPG7WLTWLEZIVN2XFGBBFIC55TYMCEABDNWAIBFTSIEGDIBWNSQ,1278860919,1278860919,0,0,2024-10-14 15:48:42.434533+00:00,,,No
MTCZ266QPONVCG4LE2W4XWY7YIJNA3AXVW47GIAN36GONXQO2QUEPT6Z7A,G4M6APKRT6HWIKJXS7KGPESH5OZ3ZXRSANAEGIAYKLE4HSYFLKSA,30652581097,25000000000,5652581097,5652581097,2024-10-14 15:48:31.449460+00:00,,,No
EE27OEDXXZTFSXOGMK22DZUMJ7VKSCN2NPXT5FXA22IWYBMTJXTT5POAQ4,5Q4LZADZM3KPRL6CKBOY2RQL4UA7VC7FPSWEQJZVPHXHXDHS4G3Q,328000000000,328000000000,0,328000000000,2024-10-14 15:48:05.285811+00:00,RGDVIJPILKOHPL676GBVAQ7ZZIHEPOG5E4Z3CFTY5H55JFHQQYCOIB7EHQ,,No
IVEGINV2SIEVQJGDJJAWY5F6DQ33WK6IVSPZH4FXRDU7IWYQXT66YMSYTM,GCCBTNH2ITYXHXT264KU5U3J3IZFADU3KH6JV5VVLAE3CULZZELQ,42509000000,42509000000,0,42509000000,2024-10-14 15:48:03.060247+00:00,3L3NSBVLPRMPQESHSPGCTXFHY653IXF2PSFIUJAVTNVUY6Z52YDFGWFD7M,,No
OGDNLJN56NJLZ3JJ4HXXOK5C3CO32BNMYBEGSKHTILOYEUVAL2ZANNP4JI,JOX2DJ4LFKTHISMX3FVXRTGONPPMDPWZ7XWB2BDFDIFGYF7GPYRA,1969830213,0,1969830213,1969830213,2024-10-14 15:47:36.895290+00:00,,,No
P5LV3TV2OD4M66JIAQ6QVYGPCP2M563O25KSKDOZO4KXS3X2CO5VPWAPQ4,QZ34J3TCAJ2ACX6PNXFHQ2RMK65TVIGE2FVHGDBMQUPOAMRZAL5A,130986638,130986638,0,0,2024-10-14 15:47:26.235416+00:00,,,No
ANCEGGGC44UZUMLLFF3YU6UE6U4IX6ABLIR2X5E4FAP7XEERQXKDBS2CLI,AFMJKU5FLCJGY3V7QL4BFE22ROD74CPZFCDXI7Y2UEKT4WELW7OA,10000000,10000000,0,0,2024-10-14 15:47:11.995324+00:00,,,No
CFJCRERMZK6PK6WCBYB624A7WAZNREE5EWEMOAYDYVPTRRBFO467R5VLKY,F3LHGV3NLZ2RL5PRD3DXRMRVBBLU7QJAYQLSEDLNQYEJKF2EK44A,31993661,31993661,0,0,2024-10-14 15:47:00.674503+00:00,,,No
RA4PIQ3WFJDRFA2SSLGCFP5H7MQ72RG3BBDATQJ6FKX3G7KC4JZ2Y7NTQM,FUKWOFQA77VETVGDZ6C3HGFCLB36NIMPHRNZ2R7JA7U7S6P5EH6A,1174516628,1174516628,0,0,2024-10-14 15:46:37.710498+00:00,,,No
QCVFQ75AUB5SER2WEQROVBTYSD7TK5EICZSMAHDFOC4YRGVX3S6WJA3ZWY,NWNYT7LRSSE4565JGRPNXHAALYZTU6TWMJMZGEJ76WCMQ4SYNE5A,100000000,100000000,0,0,2024-10-14 15:46:37.678784+00:00,,,No
M772UILQEVV5K562Q7AJOUCXQOEBQL2E7TKAUA5JDOO5JX7PAWTYZRHQGA,6XHEFDOG4ZHKCIMHB4A5A5JTC3SRIEZK6A6BI4SJCHRWQIPZRFWA,1176438064,0,1176438064,1176438064,2024-10-14 15:46:32.228374+00:00,M772UILQEVV5K562Q7AJOUCXQOEBQL2E7TKAUA5JDOO5JX7PAWTYZRHQGA,,No
RQZ4VNURUPEEVABTBXSWNSRU44GNICL2ZLDC3QG7BJRRRF7XFMGPENE6L4,RHFL5EMKG452UBZON4RSHJ5ESE223JMMVYW5AUPNXMXXZFNGPGKA,10000000,10000000,0,0,2024-10-14 15:45:55.867543+00:00,,,No
JLHWDMTL7YMSW3B4XEFMMH36H6M44DDJSMME6C7SQQSFFWALONWXGW6GYI,4BZTDEDIB5PZZ22QUPRAHVZJPMYNADFOBHQE6464Q7NAXMZQE7MQ,14550270296,1571913180,12978357116,12978357116,2024-10-14 15:45:53.621100+00:00,,,No
DAM7OB3BAK6ZKDOQLDNRKEOYQUPLEX4HMTWIGXLQBPAVTTPN7HFYGUTQWY,CWEYQ4F3IVJ6LE3ZNFO73XZ4VF3754QXJ6QIHBL6A6SQOSVLG3VA,200591494060,200591494060,0,0,2024-10-14 15:45:30.368358+00:00,,,No
2QHOUJ5DFUTI6FCNXMWNLN34KWUPTPT2FXURLFLPMOWXOPOENLF2J4HR4Q,KJMR675OYYE72QJEXLLTNUDQ2Y6OQ4QDQUOCHM62IJD2DOFGF4GQ,49166189658,0,49166189658,49166189658,2024-10-14 15:45:18.703311+00:00,,,No
2CWYLGE3GYDRFNGGW2LED4YQ3FOXHA6TW6UF7HG3SZGNW2V3VO6VV3GI2E,4RJJ7KI4T2DINIH22WKI7XVVOZHXMKTRVZSQ5JWECEFSZ23J3ETQ,100000000,100000000,0,0,2024-10-14 15:45:10.813111+00:00,,,No
FGA6EM3ZLL7HSLGETOIR6FOHXTZL5O7ZIG3G5AB6HTQUYUXVLGGV6ETEUA,OSV52GYPAUP3IYCT2ZYTWAXFYXHZAME4GUIDHD5RMQ7MYAPUZZTA,238927049,0,238927049,238927049,2024-10-14 15:44:25.096710+00:00,,,No
HVV5TIAZI6KMZWX3TMYSDPXQHRJVGW4U7MICG56XPYPCAHMQYQRTM43Q24,6SETYED3ZNWT44CCABDHHGYDZ4LQUECIVGLZXJZREC6RNUUEIDBQ,124104403,10000000,114104403,114104403,2024-10-14 15:44:21.770028+00:00,,,No
QO3AGZZBVOQG5NPVYDNG3HY4KIAKUVRHORQ74O33B3FZF6LO4MPOVOVFKU,XWTULPRC355C5LORCSAO7OLLDKMZKPVY6RFTJ5MSSBCM5PIUOOUQ,100299025,0,100299025,100299025,2024-10-14 15:44:12.972836+00:00,QHIYNEQSKWZKLW6AY3QSEQNJ4BIUHSCJ4XZJDLEC7VVK6FXLMWJV23G2SA,,No
JL5RMFV3TCSIQVLH7YG52ZOG457ZUXQTUJZWOM4DBSGEABMUC5JMZKNDZE,U77XGKSUJEYTR5JFGI6M4RQLBY4YYLZGPXPZS4ZOXCT5HLIOFHQA,30900000000,30900000000,0,0,2024-10-14 15:43:35.533811+00:00,,,No
LODH3QEK5ZIEYRUK5LEDB6TMWIZ5K6LYJVXLSQCE7KKIWKJQP7GUP4Q6JY,3D3XHBQMSGEUQ5YIKMWQVXH7TGV3XRCAL7AKRJFEO2F2HELBFBLA,125000000000,125000000000,0,125000000000,2024-10-14 15:43:32.149799+00:00,HMBMVQIBZDFG5XYI3FLSJS67KYDHT2BUOXLB6ASBKZ4GENT54L22Z4BYW4,,No
XDGL3LJYIN5T2WSZINTAXF3VPYYCKSEWRKM26MVASBJDRDBSJLM3XEJN2Y,FCKAUXDZBXTAF5TOF2P5FLST3MWBBF7PIX2ZCKWFUYVEVAPIZTKQ,32335109032,32335109032,0,0,2024-10-14 15:42:57.838410+00:00,,,No
EYQUCUGJ6IOEFSFKVNVZP4JNUBRCB46SQZWP7STNHNLJ5BEQDPJMRB2JP4,TASHS3KLZICQLS2AMAGTTXPTYHX6R5J5MB6GL6AXWR4BY4IKN4OA,690000,690000,0,0,2024-10-14 15:42:57.808164+00:00,,,No
C5BJDK2FU7PHNTQYLISUKTJHL7BSEDVYFK4GWKTHOZFKHJNR2WSV226PK4,WJFCO4F6CTG7BEA4WU3X6YI2QREWZTUM7673OU6TDY24J4PFH6OQ,43533980,10000000,33533980,33533980,2024-10-14 15:42:00.321820+00:00,,,No
XABONQMRNC2RSPLMQK52L22SOTQ7WJMDXJXJS5VNAIA6NEFKLL2NPHI3UU,R5UGMWZMWIUKRHK4WTHJABNFTP4QTKFG6PO3V5N5M5PQIPAWK3WQ,29474316532,29474316532,0,0,2024-10-14 15:41:53.258614+00:00,,,No
JWB57BZE7MQBQU66GV6SKCBEXCSEC5QTPNB4O236WMOENDYRS2JFGKB3ZI,WEOSBRVNTDZEKVBT4MOZVQC4UCCR6O3S6QWC435ZW6UQPCASFTXA,50000000000,50000000000,0,50000000000,2024-10-14 15:41:53.229407+00:00,2QHOUJ5DFUTI6FCNXMWNLN34KWUPTPT2FXURLFLPMOWXOPOENLF2J4HR4Q,,No
KO5GAB7VLPG2YA3VCP4DOGWD432VCEFGR4DZ4H6P24C4AQ7CDRD6ZC5XHM,SFO7G6BEYVC5EFPLMMCQ3BSNMWCMQEN2A6752YOXKK3ZDUY3PNRQ,15150000000,15150000000,0,15150000000,2024-10-14 15:41:32.935428+00:00,KOUTQEB2SQLTMTJYGVVQFNGPBOJHBAPL4ZFJRWB7R2QBNDMGWTAL6X24F4,,No
IPZA5A6MCS74I4V32TL64HKFQOK7QEHP6KB2XXXANOSC7576TQ47RVIVGM,7JD3OQEBXK52S5QQ52EFLKQHNYKLAKYA4XXZMHISLIEOVEAQWWXA,10000000,10000000,0,0,2024-10-14 15:41:15.969546+00:00,,,No
HK2LW56YMP7D3QI5QWC3DIKDVLFRK4ZVQORIN6QAMGSHLPTKMJJPKQCFJI,WFZHXN4VGBUGIAWC6KFTEXVVUCKPJHPCTZ56ZBSXXBWMUIJN55XQ,644392332,0,644392332,644392332,2024-10-14 15:41:10.092915+00:00,,,No
FTR62X3IEAX6UCVRRR5VNBSSJ6XXZFJDS66G35WB3URK5H7TJ6A243JOAA,52H5LJO6RONHLZOB6FHRVJFVSRGW7HZ5DHOBB2B4IQIO4U2NEAXQ,125000000000,125000000000,0,125000000000,2024-10-14 15:41:03.135437+00:00,HMBMUAJYMSCE3VCM2XAV4U4MUAH4LFCLSTEX2GIA6ZJQR6J7D6HGYM5LRA,,No
