Address,Transaction ID,TotalCommitedALGO,Committed Algo Amount,Committed LP Tokens in Algo,Total committed amount eligible for extra rewards in ALGO,Registration Datetime,Beneficiary Address,xGov Controller Address,xGov
IMZQP77UCNGNSDSBHFSHPVDEWQAOIB3MAQB3BHPDZEZLKFBQY3XY7DWMZU,ZLO3IOUKLDURSDXEYQVANVTHYDG6IS2OIBWLX6ULR3GGWVJX7LJA,21182,21182,0,21182,2024-10-08 17:55:03.805600+00:00,QJHJJAUWW37BXUZNOMZ4P2QFMCFMCAPMMBAIAUUNEUOZ72RTBT3ZQ5WMYI,,No
4YG66XR6VCO2RRFTQI243TQNNYJHMROWKF6VI4JL2A6GIGNGF4Z7JEPUHI,OZR5MBU2DE27YTKJM533FIDSS62X2XU3OBIUOUXPSXRUHDEJQBZA,85000000000,85000000000,0,0,2024-10-08 17:53:31.643089+00:00,,,No
RT5NR4K3MS25QFWSK2VKVQK4JMBKET5XOQPLKT53SD4EROJFUJWRZX7VAM,76OXUCLSLG2XJAJOJ7NJLMY3GR5DGS562KP3GOK7BOQZZRSURW5Q,11672115192,11672115192,0,0,2024-10-08 17:51:59.494218+00:00,,,No
TAWXDTV545WNO2PMVF37L2HJDQ6MI6IAFM7GMWP6MSFVELGRY4VN54KAVA,Q2LIIUBWPMQFXKC7OPFWJYPFB6CDNLZCCFII3CM5WM4PCJKQWVUQ,4013000000,4013000000,0,4013000000,2024-10-08 17:51:38.838010+00:00,SE5AU6TK2R25PVDCY2ZTT7ZP7OZKLP4NMD7444WTIMC6ECQJOKYPKZFW2A,,No
4KSRYFQN7XITF346IXK26BZOOUG6XRMJBF3FFOCMLSPQOMFH6X6KKWLVCI,UPAXA5OOHBRCK6VH2E2L5OAT3THKXH7EPVABXGPC4GQC77VRWJWQ,10229454,10229454,0,10229454,2024-10-08 17:46:58.124689+00:00,HITCU5NYTLTPBDA77A2DWJ2FTBXQINFJXZRINE3S5NM7VEVHVBKGKIWPYU,,No
43ZNNBBSCFGXNBMOVVPQLQKK7XTZHISGVDNHQFPOZGTRKR2X6J2DIAZKLE,PP3LLONNY7CFMDV5WQN2XCDRVG2LEG6NRPGWHPJGKQAETABPPL4Q,12370655929,12370655929,0,0,2024-10-08 17:46:49.537852+00:00,,,No
FOXY27JBKX4FPEQWGB2AFGYNNFEKNISNVUBWTKNCKCWUJN3XTMHRV4WWRI,TLDZPFSOESSPGLWYTN6AKBUWSKAD4P4FKAR6MKONIZWTXQSPFZUA,21386136759,0,21386136759,21386136759,2024-10-08 17:45:47.261490+00:00,,,No
R36HFY5A5OXDWAEJ3X4CAJ2GWSD3DXYOMTGMPVGXCCBHIOV5QEKNDBL46I,6JX5XCZTKDXUXANZAEITYBZ4BFTIRIITEYTEJ3AQ5SHKRSJ73RNQ,10000000,10000000,0,0,2024-10-08 17:45:30.799689+00:00,,,No
YX456ZMOWMQ3KKAHKU7WHXLWPBOJOFOZKRL6PFQ6HGWKOEK5VJ43PXMNW4,Z2SNSYT346TKOK6JYQNUMNSMPXIGIKXHF6RCQP3II4IDKN5DTO3A,2000000000,2000000000,0,2000000000,2024-10-08 17:45:21.539359+00:00,HWQGMJABH2GUCSTTUDH33BE2YVS2EVHR7U7UXBDIUTUQEZI6HUXSGKBPGU,,No
25GGX2D4REHYRGIOFZMRMTUCZEY6A26BMX3D2HA46POHZ2TZX6SHBAHB5Y,5DVNGKREVPHWKVDD6LIJQP3GJQPBL2GDDMXWYJ4EUI52GXLIG3PA,78082435,6436683,71645752,71645752,2024-10-08 17:45:04.825959+00:00,,,No
Q6VLABDBKBFNAUJCXJYAW3E5PTG5WYCOO666SHD4NNE4BIGD7RRMNVIIGE,FX6ISFYWQBFCZ22GCD76LU6PXXLXECQ7QTU5UUUCGGSQR3RVGZNQ,10000000,10000000,0,0,2024-10-08 17:45:02.813167+00:00,,,No
CRKBRH2GKMGR2PKEWAFZYG7JQT6Z33X52UWASH757R2LH55H7KPCMNKKXE,4BFMB56QZREZ4QNSPXKDDE2ZOONLTZKF4KHRCDJCEY6ZAMUQZ3PQ,5730180701,0,5730180701,5730180701,2024-10-08 17:43:12.214865+00:00,25GGX2D4REHYRGIOFZMRMTUCZEY6A26BMX3D2HA46POHZ2TZX6SHBAHB5Y,,No
IG7HDGYZQ27J7TNQGYTQZMK4PUM32DWHYFIX75QOQNLDVVE76VS2UYOS4Q,WP3GOIOH5ROSMDJ2JBDNDPKEUNCCQFNQCPPNPELZ54S6VNB2KLFA,30000000000,30000000000,0,30000000000,2024-10-08 17:40:40.970648+00:00,K3KEEXZ7WM5H4HC3SFHAHICAZZLOLC5GPPQBN65WJGDLWXKB5CWOSHIMNY,,No
EZ4K46N5HXNPRUSWHF3FSXYXL5Y6NPFXUP563CGTT32NVWRKZ5NRPGUZTY,JHHNLE37XT64BMJMU4IWRB5OCBMBHAU2AIPP6ULRVEQXX34LY6RA,6218657,6218657,0,6218657,2024-10-08 17:40:37.293615+00:00,OERHZW7PPSFYE4V5PETTTJNDZZPARTG4VQXL2RWPLOC3SKFDLJPYBD3B5A,,No
XSY47AEXLLTGKXONAJEBF7AZAXBX36JWABD6EWNFD3L5NYT5WVAQNI4YMI,MRRLIUG56OWBDZBF2CXGHVUCMRXXI3CRN4XHZQ4JEXECC3NXRTHQ,175140000000,175140000000,0,175140000000,2024-10-08 17:39:54.566982+00:00,G5GP6C6VWOD2G3ITP5DANN7UKJSMDHD2LP4CK7N4CS7JG2SA7KUFFFGAUA,,No
E3BAOEVWNBIXGCACT2SPVLEADO6YYCYYWI6B5EASQ3BTF45XE55JD54YU4,TAL5BWCQ6WDHNUZUXTTBBWS6LLJ2626PQ2A6TE7IEKEEPYGBVQ6Q,326640997,326640997,0,0,2024-10-08 17:39:34.012765+00:00,,,No
GINIZIAHHWQJHO5KT32ZRPVAKTIGRP6TSH4XPUGWNGIXUO4JFVYYFHAESM,B2ARI2UW7ULZW3A35KLAC3G4QHIIQNE2MNV2EW7CXIQ3Y3QUSBYA,600000000000,600000000000,0,600000000000,2024-10-08 17:38:39.551983+00:00,EHY2MYJYTY7TNKJI23KUBRULHAVL5H42JBV4VHLKLSTAIWGXARH4T2CMVI,,No
WAACJBHR5GMA72NH5TGICVISSB3VOJZK5XZFBMKZLDHMMDRK6QNA4GDIIQ,L5CTXG7CKXY6HIGFKIHFEY5DHB4DQBPXHYF26ABG3O3VJZQATCDQ,7500000000,7500000000,0,7500000000,2024-10-08 17:38:25.567747+00:00,DOWKB3YBHSX2V4UUAUGNF3CC4EV4YQOAVOOM25N6ZIZ4UMC7FD4CI2HN54,,No
TCNDOHZOWVXW4ANTG5SRU35MP6IFFRJQZ2SKFAXRCDONDKF2RMNATKFFKA,EJ4G7FMPMAXEME7AYDYQGEKH4E3JGU75ILKQR2EMSIA6AA74F5VQ,9100000000,9100000000,0,0,2024-10-08 17:37:01.840990+00:00,,,No
DCQCS5YQNUVPBA5QFHKBQXIZH3T3BGNVBC3J5AQDBZQFQQ4MVGWXGN5TPA,2FUECHRZLBZN3AMQWVOYYOOGY4E2FVTNYELOZGIYRQZSJLJJLHBA,43456632880,43456632880,0,0,2024-10-08 17:34:10.747037+00:00,,,No
SD7RW2ADAYT4CHW55V2JY5ZI52QVDJW2VRVONULKCP36OJ5SHR2OQL7G2Y,73NAMXBTJHBUUREIMCTLRL7C6VX5I3T2FADXC3D2QJUF4GEHNTJA,71069361365,71069361365,0,0,2024-10-08 17:33:59.486461+00:00,,,No
T7NTLUGQOXIW2Z2ERR6NLK3D2JSSKAHTU5BKUKGB6HMM4ACTTSS5ENF7WM,2D3BFNYVAQENOGYJAOH3MN5NN23R2MSGP7ARFSAGKZO6WYEKFSNQ,850447569,850447569,0,850447569,2024-10-08 17:33:08.324354+00:00,EZJAGDA7PIGRGGPXMCHZZZJSGCDTEESUC5HBASTC4SC3OBDBUZ2HJZV2AA,,No
FLBRKWBUMURUAXI23DPXLULAHPKDSAUDPEGD6U3WGCTETYDMNEEQCRJSVE,YM4YHEV725QARJAISBP3ZUEAGVZZFIQWMWLCYCAMR453CXAQHNNA,42678000000,42678000000,0,0,2024-10-08 17:29:35.644055+00:00,,,No
4HZDUXZCCWT6VWCYMXYPUGH7S2U4KFE23HQ56YJQM4XNBMBZ7NKQKI32LM,DA4BNQGJ24CIVAVCZFE7ERK4CM2OEATKPWNSMSZ2ZKHCD53IDS4Q,76330492823,76330492823,0,0,2024-10-08 17:29:30.421018+00:00,,,No
EFWFULKOTE4G7WBEPGYYRTH4YOUOXZ3PKMXDFBZZADJBRKKH6AHZ5JT2AU,DHCJ2K7A6JJKGKSJLS6XOFQMRPXTIXQTMPSQYWDRPVXPSLOK4UTA,1850176227,1850176227,0,1850176227,2024-10-08 17:29:21.557054+00:00,4APK24YL5PCWSMFJLEV763UJTX7LSTRCQ5F4OPMN2BNQVPNMAW7CW64LCI,,No
KLLNTFU2OXYWESVBDR6OM7TXHPLNFGK3ODG37YINJKBVEM2BMQKZEP5OM4,HLUYFRT4KBS6SXSYKVGQ7N3KR5YM4UH3HFQTWMILUMHS2OILSKTA,52016000000,52016000000,0,52016000000,2024-10-08 17:26:33.921901+00:00,PKOADXWV4AQV3IYEMERWABTP2DUFC37AHIWC5Q2J7TZPXSY7VKYM54AAIU,,No
XZC5BGSDDWHQO5NZBTTKRG24JCQMTTEWRWO3VE4WU2JTVKUZOI7ZAQEF7Y,WP3F5EORLUDZYO4PYYICEENP6YOERSL673SWBF2VQL6NCWLXYSCQ,20306419151,20306419151,0,0,2024-10-08 17:25:39.588913+00:00,,,No
YRLYM2KUSHZFITPF4K5JAON45SUEX5GGMJEMGPFSUEJHNHJAPQSQJTVYEY,Y7GQFIEJ2XDEEEKOHX2WAXRKYCQ745XPVB24S4DRXFXV6ELSK6LA,48721145088,48721145088,0,0,2024-10-08 17:24:05.560030+00:00,,,No
AKT7Q6IWY3HYWF4F6MYOQUJL5HWARFL43SPMEMS4HVADWTDO3JNRTGQSNU,6DWSL5C3OWKY5SZKXLJQM6Q4464ELJDOLD557KU5R47DJUOBPWAA,401225499220,401225499220,0,401225499220,2024-10-08 17:22:53.593992+00:00,TDVXCSQXMHSEJFBFVQD2S5QA7FLSVZHJ5PLAAJ5ZSKTBQFZQJVDZCKKZ4U,,No
MGM7YAJJCECLK36MCRKUZNIE2X3PIM3UCPHCTCQAEVMDOEIRLQI6U3OAA4,OOXADTRR4DVWB4HCTKHLIR32233TGCGNQLTTQRVFVRPPPTSLWXAQ,15350000000,15350000000,0,0,2024-10-08 17:22:39.751909+00:00,,,No
Z4FIXM2B4MULWMUR4S2VSZXGYDKS5O5TYIBG2VFETO4NUXEWL2L6WPBVJM,JA7GUEYFXDJUVWYYLEIR6WH3E7NREWLYNJBRLNVRF2536OTNZGGQ,509000000,509000000,0,0,2024-10-08 17:21:53.828715+00:00,,,No
GZRYLOMPBN5BFP25P24JYHRAJ2DD263ZCX2FCXA2B3M6HAH2AMU6HCJYKI,E4JY5L6UD42TWN3RIIDN3S4HVMIMPQTQKQQMPMAEHH2EBYUH74VQ,142000000000,142000000000,0,142000000000,2024-10-08 17:20:59.868834+00:00,EDPWOM44JJHP3HGEHCLBTI756SXAYQ7CQ3EZIYK6TAEKYCVOYJFKJ4OIQI,,No
LV3CIA6KNEZDEE5THMYU4TXAT5MGP4MRUAA7YQHAHJEQL4W2I5GA5JWTEM,F6C3N4AAEPPE5A4TL26QVQ6WHDF76CKUPO3ZWCFLTJJWGNKMQWOQ,1700000000000,1700000000000,0,0,2024-10-08 17:20:32.549117+00:00,,,No
BSADOOU5K2FEYPMT4JJP72OPM32GKP4WKYADESGFZILLK2ELBVXDNW7WYQ,URUA7HOEY3TOBKIUMLFUGEW4AWL6GABCG4UUINSAWKGRSM4QH2JQ,4072184617,4072184617,0,0,2024-10-08 17:16:56.245004+00:00,,,No
UXE6IXBSJWEQZVZGEXCOMGRAETURJZ42RBPLTP2JGBUQ5MYLETWD3INT5Y,GABXBBHGWZKJTMK6RY46L7U26TUIWIIZGGZU6CYPUJP42C6FNQCQ,3243400000,3243400000,0,0,2024-10-08 17:15:58.458852+00:00,MKQTZNRZX37YJ3NLOHJ4PDZ6MUS375FATCMMQHX5SVEL2FOHWJUHCRHGZI,,No
USGEVM2XSS7QTFOA3MF3DJEXFWKEK34466S3JEMDRVYXT7DUME2XXFMGPM,S7NJNFVUTBT3NHULBPI3UCXTEPZT3MWVF5NJAPH4WSJOE65PAZ3A,3793617,3793617,0,3793617,2024-10-08 17:14:48.541117+00:00,2AB3YFJ6F3HPFZ2WIURP3ASQXD4T4M5PW3JI7JCT5LW5YY4YVQMQB5XAQQ,,No
5QM3EK22A6OLPBEUCKEZIPMVHB2LSAOYIXCZGFU46WIAUS42DETYDCRZPQ,YPODXP6TWDN5EPTPEUFVM3HG6AN5BTJVH7YUIPMPGQFS4Q7XXWPA,10845161072,10845161072,0,0,2024-10-08 17:13:57.528380+00:00,,,No
ST74CKMQLBUGXLZARQE7W5SHFHYX5SCTJKBWRPCDHZ3DDQHZQUB4RU4X6U,5YMX35PPHGXAEDPX5BCDAO4R5HIMT5L4I456FOFBETM3XJQBX7BQ,1043330000,1043330000,0,0,2024-10-08 17:12:41.421230+00:00,,,No
XPKGNRATEMPGSODUUEEAFBGI2MXK7SJP3FODC7TJT5NQO5Y3T4G4FO5B5A,OYPNJRK7LLKEOOKMU7IRYEXKYYBIBERRDDADAPVVQXTT23ROPJRA,1246531867,1246531867,0,0,2024-10-08 17:12:13.132469+00:00,,,No
U2REPGETHD3HPM73JM7PJRAYIEYMRHNMW5KKDOJOM34LI3GQ5EQSPMRKYE,OZ6JSZWZOYO2T3PUL5IORE62SD6P7FIVVS54A4XQYRV3CNN773BQ,2153635317,2153635317,0,0,2024-10-08 17:12:09.840967+00:00,,,No
252YO53ZGU4QZ6LXCRJ6UFHO5KHZUU7FZMV3SGZWFJTB2UUAAEKIT5K6A4,73WT5IKNDYFABHRIOLGQSURTKD7MJVKZHGQX7BTARLXYRWOTMLFA,39980000000,39980000000,0,0,2024-10-08 17:11:35.461791+00:00,,,No
YEWZOLE53TURAQQQ4BA43SSF3AO3L7F3XPQQNUF5AO3464EOA4PESPPXXI,IEVBMNF7HFNOXM42Q3ILRQA64CJNDNH6NFED3D7CLNK5OAVACTYA,19038000000,19038000000,0,0,2024-10-08 17:10:12.401515+00:00,,,No
IUDIEKRIOPRENLTFWOL5EYHDSWTCICBZZVXRRL3H52WMNFMATIJ2KY35VE,6BNZ7RG5ZZXA7NJBQ5D7LAHZ56A25DH2LPW5RQXHBZC5PJGLSPZQ,5110000000,5110000000,0,5110000000,2024-10-08 17:06:44.081119+00:00,SQNCDHOGUOSNCG55AJLUSBR6QA56FKAABLFLTJ5MGPVKEEPEKJZFLZCEDE,,No
2ARMQZMIZ7J6KO6TLGKYBJSAE4POAXK2BWCPV66F7XXIOWJCKO57UXA4ZA,RSSXRUNH65LZ4HEPWBBYLF2TJJJJW2ZOMJ5ONODHPL2GCJTWPDOA,4261233,4261233,0,4261233,2024-10-08 17:01:15.559666+00:00,X4B5VDPSYT36IZAMLZP5NOFF4YFU2FZWGRQUM3HU7T2XHAOMOF3EBOVVQA,,No
T2KFJYQJP7FYWD74VSD6COZSX6OQI74JU6MFCD3IEOG4XXL6OYDMYH6K2Q,J3T5HYYIL32MID4ZTYN23CBQJI7TLEA5YJUGQM5KABU2ZDEBGXUQ,32385503186,32385503186,0,0,2024-10-08 17:00:20.824725+00:00,,,No
ZEAMNDHYS2XMTXTSSTVJYK6V63263BOT34EUPQH5IKTD73CESV5EABIYJE,ERBHCLNXPHP2AJOCBXABRE7D5NHP6I4XVXQLHYF43GGIMM5AEPSA,64357000000,64357000000,0,0,2024-10-08 16:58:49.031793+00:00,,,No
SOG5NE7PYQ2DWCHE3WLJONDS5YYRVFK76SZM7BJASBMJFKJREROUFRBQYQ,336S3KH5XBTIE5CLFJPS335PTDQRPX36NB34DBWYW5ITRNRY4MHA,5802000000,5802000000,0,0,2024-10-08 16:58:43.389029+00:00,,,No
A2WQACHKGEEQDWJZQ774Z4JUXAKDHU4ERFP6JEPJJGN7PASNF6ALJSVGW4,NPZBS6IMIFKTPNZHUJDFWLNCVKJH27HBVRNNOICETOVYN54KZW6Q,147074776124,0,147074776124,147074776124,2024-10-08 16:55:23.206022+00:00,,,No
KKQTPOO3SOW4TYZSKAMDSWPEZQJY7VD5B4ZYWPNCI5OTZ2TVE37CWEMIW4,MLCZVWYFWK34SBNDKHBKUX2UXXU55IF7BEP5CK6TK6N4HYMCEK7A,95000000,95000000,0,0,2024-10-08 16:55:17.223976+00:00,,,No
GBMNCPLALYLY4MLQ63CRCLVLEUNSXLUSEBNDFTPRFV53LTJEY7FHP4UUGM,UU5WNBZCBHIXL7ID2PSDZBAU462IDEUX5CUKSIMY6PUJB72VVPQQ,1,1,0,1,2024-10-08 16:55:06.000610+00:00,N4TZEFPI3QYOWLNKFWEHHIOPQ524HTMVV5XC7KMDS7N7OKDP7S6GDPXZPA,,No
5F5ZLEUGD3LLO2OKB2ZRE4FFFOSUWETO5ERN2L52GV3B2KLJOGZ5TX2YXE,L2I5TJLYYIGSU7T4WRODOARMVCKFYEU3X7AQTMVWMUY253MDEOAQ,57227000000,57227000000,0,0,2024-10-08 16:54:53.879792+00:00,,,No
QRUDDFFX6YQEEQ5RPYEALCIOYIQPPFNGDGDM7HE4T2VXRY5SJA3MOE6VCQ,TH5KAD7XVXGBZU47MJ2AX22P25SG7NARJEROCPCD7DFD552DZ5PA,6457762572,6457762572,0,0,2024-10-08 16:53:04.683334+00:00,,,No
UGRYORSSZNRXXQHRYUEWGXJBGUYV6X2U2PCKIMBEOFC423N3E4DWFNFSUA,24EYUFAMOZS3P6UVBSIALL23YGPPLGJKG2W5LD2LE3Z44R33DLQA,57355676486,57355676486,0,0,2024-10-08 16:52:41.444015+00:00,,,No
MLJFFJA3HPQPO6D5FKEUYQMYDO27BUPSBSX7FHGQETIRTK3DFPH3UR5EQI,F2NUSSSNRQUAQOMSOJSPWPSS7RTOES7CC5SJF6HRR2TQ566EEPVA,4955000000,4955000000,0,0,2024-10-08 16:52:21.211856+00:00,,,No
KINGK7PV4L3OUCMQW5EU7B5P7QCUYJFRXAINAI3VKIHI7XEK73HPXPRQLE,YAATP4RMP6JJTDKTV6K7F5EQDUCLSZB2OXMX6J4CYOYFHAX2HIRQ,80469851,0,80469851,80469851,2024-10-08 16:51:44.175714+00:00,,,No
2PTI7OEFRDYF4KPG6ECOLPGNV5IYTKH5SQBPO4NIEZURV7CHQOXBVYA72E,DH2CQLFGHPQZGMWZ3O65WCUX7V44SBPAOPCQZAZBMLDNI5NSPUHQ,510686585,510686585,0,0,2024-10-08 16:50:11.867167+00:00,,,No
YJI2NV25PSNXSQAVBUOFAMD7SW2G3SNKZKJLJ6DGLKEXOKXAIVRA35ANVU,GE6JSMBFQNYDFM7JFNRXYBX5QBQLHQ3VMJ55LL7VTSYCH2SISEGQ,222000000,222000000,0,0,2024-10-08 16:47:34.569570+00:00,,,No
DM6G6YRDMS2LR5J7OCX3JQ5C5HLCQFQWRXLEJE6BPN5MEQWDGUPM7DU5CM,Q5PYHL2URQGG7PYO76GVZKJ53EFRLG3WK72G6USM6MH3CIEWCJNQ,11764065076,200000000,11564065076,11564065076,2024-10-08 16:47:05.842105+00:00,,,No
ACEG5HNLEQ33QZS6MKGSZFZIITHER4TU55PFLAXPM3XO6ZX477NLZXN5CQ,WENAC7VIVSSKB3V5Q6ZVEFXJ33TNUQIIL4ZAXE6IPSHZUZPACIPA,17422471457,450000000,16972471457,16972471457,2024-10-08 16:45:38.028607+00:00,,,No
PJ3Q4C7IOASJ5JRKVBDDE7WWIC2P6D2AD4PCAN6Q5U35EESA5DDRUYNVPY,TWJXIQAWQZUA6DH226Y6RMHL7DPU2GJNBUCVLQMPENTLW3OTOXBQ,174514552736,174514552736,0,0,2024-10-08 16:43:31.398030+00:00,,,No
B5XUJFXF74U7ASXPTM26BEEB5L2NY66T77TBMIFNESSOE4Z62VF5BDNBQA,TQ6WC43D4RMNAPZJSEB5V3WVS5HYRWXGY62YIQCYENQIGL7DAROA,6790000000,6790000000,0,0,2024-10-08 16:41:02.848782+00:00,,,No
5AD2IOBRMC53VAF6VI2R74XMWGZDLLVZRVZKAY5W24WIZ3RFON2X4HWK6I,HVCJGB5RM2ETFEVAJX2IIBNPWSMENZDJE2NJVXJYKE42ZNXG74DA,209200000000,209200000000,0,209200000000,2024-10-08 16:40:54.384330+00:00,JU2CJSMW34SNOI4NWGPWYUVZB73GZQJIWWWYRSSOYVRZ3TTSVRVWGPRRN4,,No
FRKWGE34OZZNDPP76FD2RFMX2ZZETUBT7XOGGGE5YPEO2ETJWZOL4ZWEIA,77NIIGUFI6SPWVXHCGWNM3EACFU5WWEAUBCXVMFNVMFXVSXLDTRA,36664720358,0,36664720358,36664720358,2024-10-08 16:39:50.903994+00:00,,,No
GUYF4WLLH2HS6HCFBVEP256T4YSJKRUPFOWQ5VLGAZCWALFRQGEOAJCWMU,OIIVNR7M5O22PXRABTPA4NW6N5AZ2ALI2K42C53R3INRDIR646WA,290000000,290000000,0,290000000,2024-10-08 16:38:36.815046+00:00,GDXDYBMWGQXRDMF2R6APMBCMWVYLNL4U6RNKQPFX44KMQEFRBCNVPRC5JU,,No
6U3W2IH3XTTEAYTHY3PZIAEV6G6NCYEDEK3IXIHJTGIIYF2LUHV2ODEPNM,6M5BFWKIZXASJVI2IPNMDXVVZFBVXNYV5AJRH6SWIALODXEIVAYQ,8195000000,8195000000,0,0,2024-10-08 16:34:30.884187+00:00,,,No
QC2IFUOQVLCPJLU7SZDQM6UHTZGE2IUCWYYLNFYD5F57U7X7YHY6UZ7TKM,G4FV2QQF7KD45TVLVKPQ6EBJZ6ERMDLRZP2MEFPHAR5UI3HI546A,274800000000,274800000000,0,274800000000,2024-10-08 16:33:38.081485+00:00,CWCIWDALJMCBE6IBE24R3OXVD2D75PAF73L5T6UM7HPIRQNS5ZHVFQ3LUY,,No
7NCE4IDBACN37244XPKEKA3WSCNU36WWZFRT7J2CVZU2BUHT5XH5DKPMPU,MA6RNPYE6YTNMT6F2PFBSWSM3RFSXJIVPNIONEDZSWWF6PB7JAQQ,101000000000,101000000000,0,101000000000,2024-10-08 16:30:49.300154+00:00,4V23MF4AUH64KOX4C4FEE5BUIRWYP7EDI7TDHBALJHUMLRMBEVV46PRCB4,,No
PSY3Q4FVXPP6AEMH34VSL7LP4FOJCM3EM7OPLP4OGSAXOM5JEGE64R3BZU,PIFQ2B2GGTDWLSZNBUWMKPX4JMQT7INHGFEFLUIFDOVDSOXNDZSQ,2000000000,2000000000,0,0,2024-10-08 16:30:20.826345+00:00,,,No
DN4PQQP4ZI55SRDX77ECUOGP6K6MRHLEGJIMU44XZ7OY53C7JAIEXDOEUU,KKV3CTW62IITDVZIK345ULE6SMY76MV6GGM7WMUTHZ7YACLOL66Q,16348932830,16348932830,0,0,2024-10-08 16:29:29.995857+00:00,,,No
WIKV37VRMOUNK2L6HF7MKUW2SZMSNGNXYPIEE354EFOJ3OWWTAACI2C4SA,PJDX2WHDCZMEBUSCDJFFL5YGOSZKFO2PC5PLUHPTDDB333WZWVJA,15358905,15358905,0,15358905,2024-10-08 16:29:09.266092+00:00,EEOWX4WBNBHIV7SU2J7TNFBCWRSNJMMYUQM5OH5BYTVLP65FWWQALIOW4Q,,No
FNAPJJXXTDP3YEJQ44KMOHVN7MDPBIPKVPY3S6B67VSCOEN3D2DOIEH4SU,RS4KQRFZT2MLZC3ROIP3Q66QALXUJVV7G2DKHLJW3OYYRLEKY7BQ,3250000000,3250000000,0,3250000000,2024-10-08 16:27:24.107397+00:00,TBLG74XXZ77B24WTTZ4XOEZ6ECVNCU5TV7PJEQYV24UZ4GTO7DZVKTKV2Y,,No
HFOO2SX727NHIUVLWB7Q5R6EB6CZ5UE724PCOLJKOF3YWQU2H7VPSU2WVE,GQNBRLHDND6T7HODVQZC74UN3L3TI7SLRSSN7DW5MXORQDI2KO6A,600000000,600000000,0,600000000,2024-10-08 16:27:15.538960+00:00,IDTF2F4JXJLE2E2GMQTIMYZSZIJYUWIE6CQRRFTGO57NM2KJPJ7EFGC5P4,,No
KAVVVQ5SMTOXTOXLEDXYS6BU5CPUWLDK3A35B63ZJFDJXAPVNLZC6GNFFE,XV4NJJEGCRLN6SVZZBWVMMUNU6LNZ5UKPHEFXDYLEEY7APCF3KSA,4520000000,4520000000,0,0,2024-10-08 16:25:12.712128+00:00,,,No
X3MG3DUGCMEBXKX2IOO2B2Y2SQR6IMPZ2FJXZPB3D5KHFL6H665AIZQDAM,WUORCX6A3SBEHKPIL3IVWX5TNHSAW6SANCXHGXBIOJCRKPYJJ4GQ,26660000000,26660000000,0,0,2024-10-08 16:23:44.970603+00:00,,,No
GB2VOKBZS66K7DEWEOQAWB4USKT3PJES5W63MHV7V6ALJKVKBF4LPCLT3U,7AMC5XEJVTAUIVJ6TD2CFBINNHOVDXD3LGBFKBVSU4SODEZJOMEA,3608000000,3608000000,0,0,2024-10-08 16:22:39.349629+00:00,,,No
GVHSL3P2NHQOCPHGXDADPI6KQZWA7NPL2XVDCQUDD2DAH7GZSMQ63733J4,TDSCEFA72ODHPHRYXOPQ3VX67U6WZ3RFRS5IFG7SLWUC4RW5IRSA,40500000000,40500000000,0,40500000000,2024-10-08 16:18:41.059764+00:00,YUFQTDPMYLDANYUGQINGJHEN2VWCGS7YAIHDZLRX7UUYRWD2MPMZFTEWBM,,No
SQEHWKEP27ZQ4O2EJUQRR5JWWAZYAP2LLRHXFOXNJWC7NQN52CY7N43RBY,KWVSLDPNSGUA5SCKHHSLTRSQCB5RLGXIIHBJHNRKFA6HWURZNCVA,363139000000,363139000000,0,363139000000,2024-10-08 16:13:29.066167+00:00,6ZMU7F7QHWMBWEJHAAMFJEPQXXXFEXXH2XC2EJTWGSEIURQGM7LOMADXUQ,,No
2TCVYBYJRQ3Y2XFAKI4MHYMVB4Y5G3KK23FQMVAQB3MMIRLPGFDJ5UCI3I,ZPIWHQCPI6R3FEY377GPGGVHCBZFVT4W66HNIFYN6A7ZS6WOUF3A,33033000000,33033000000,0,0,2024-10-08 16:09:25.750275+00:00,,,No
27INOY44YPQFSDAATFTG7RSFVV3ZBUMCDAL6KTHJ4DA3VYS74WOGFROYT4,XFJIKPKIW4D3ZTSBT2H4OMYY6PNSLI57UHVMTHZQTHEWGBHYVUYA,5022400,5022400,0,5022400,2024-10-08 16:09:25.719856+00:00,XVWUK4RCCWQTKGL5LNC5G7IHPCGKIX7BNQXJOTDVZI5RK6NYGMZP6QTICE,,No
5TTQVRMQ2KIAWBDOZCTCFGE2E3S7KJUR7NFUIQFXYD7M4UEV765SWTIINM,4QNRF363DJEWJSWXWRZBHCRGSWX2Z4D6ZQBTZ7ELXJNDZDCHVADA,384512962999,384512962999,0,0,2024-10-08 16:06:08.466396+00:00,,,No
IVLJBFHUD7QVLATGN2L7FIHPYSJNPOX2UVD2QYPEDWOX67NDO4RRFDHWZU,B5EEB4WUPUKS7QGTKO6XDS5RBB7VD7MISXESA6BABXCYCAUQSQTQ,3887622493,125520101,3762102392,3762102392,2024-10-08 16:05:56.969949+00:00,,,No
4A4WNVVB6IKNLDZ6ILKIXSYNYRC7ITJFHH4D4EXXLT7RJ4WADXZ7ZW3RIU,UEUSUILBZ2UBCULBY2RR3EVQ6LI32XZRQAHFX5ASEMWA46ME4OVQ,900000000,900000000,0,900000000,2024-10-08 16:04:33.607435+00:00,IVLJBFHUD7QVLATGN2L7FIHPYSJNPOX2UVD2QYPEDWOX67NDO4RRFDHWZU,,No
