addr,app_id,label,is_cex,entity_name,tags
Y2X3FH3JZVDGFTYHHCQ7IKY44344Q7BKJ7MRQRLORQWCDRXYKEWDDAUVYY,818183964,Algofi Lending Protocol V2 - goBTC,0,Algofi,DeFi
GPX4QUSFS7F5OSKTUQQP7PTL27KI3VJWQQBK2DI53GT5RJPPEGTISMFJ7A,818188286,Algofi Lending Protocol V2 - goETH,0,Algofi,DeFi
AY4WNUDHKIS7Q4WNF2RUYQDJN3WY5D57UOBRSFZTLJ22ZXGNMMJ6GC4XZ4,841145020,Algofi Lending Protocol V2 - STBL2,0,Algofi,DeFi
YJ3KDILKFWHWU4QFNBMR2V7HHVGIXPPZDTM37GG3P66ZA4OYQVIJS55XRU,818182048,Algofi Lending Protocol V2 - USDC,0,Algofi,DeFi
UBVMHRP2CRNARNDOHHCZCRLF5CZ2LPONDOYTHOTA7F2DRYUYW57TR7C3II,818190205,Algofi Lending Protocol V2 - USDT,0,Algofi,DeFi
WQE7PBLV6JN2CC5ZF4AP74CY5XIFGKNEOGBYJFG37JWAVEV2GYOLQPGQ6A,879935316,Algofi Lending Protocol V2 - Vault ALGO Market,0,Algofi,DeFi
CEM24E45RRR426JSFIEQY6R7S4J5LINOFGZF4STKLERTQ5EAX2XSNYNETA,818176933,Algofi Lending Protocol V2 (Manager contract),0,Algofi,DeFi
A3SPTZUKQS53TPM5UHXIZMNUJYCZ4YAKJBFWW2U7ZSUG5AP5JJRVTG5D64,818179346,Algofi Lending Protocol V2 (Market contract),0,Algofi,DeFi
ICNWMMTBHMMHVXCVLIW47IEMX3EJAQ4XQYFCFQTAWI45N5SZFGUOXV2OFY,856183130,Algofi Lending V2 - STBL2-ALGO Lending Pool Market,0,Algofi,DeFi
YCXHMCGA7UBTMI557UGPOJBBJFYRCANYAVFKT24C7ZLRIBCPI3Y2IXU4OI,870271921,Algofi Lending V2 - STBL2-goBTC Lending Pool,0,Algofi,DeFi
CYLPOZGSXETXL5IMGFYSK5YPWNMTEBIRYOHYTUKIVOSWXMETCTN64SNNDQ,870275741,Algofi Lending V2 - STBL2-goETH Lending Pool,0,Algofi,DeFi
A5NNMCRFCHG7RJKIP3SJAVDXJOQWX6J5Q6YT54AMBC2U4BTXQ7GO67YP4U,841194726,Algofi Lending V2 - STBL2-USDC Lending Pool Market,0,Algofi,DeFi
PB465DZRK6NDFCG2HYW45MWPR5TWGAVMCTAQUFPSNAKMAKSL5LQXT56QNI,841165954,AlgoFi manager contract,0,AlgoFi,DeFi
ND6NSCMLBDLC2U6A23PGCD757KJM5SXB6ZWJ4TCH5YWYHA6HNVOADA6SOE,658336870,Algofi NanoSwap - (Manager contract),0,Algofi,DeFi
ZJ5FA4NOV2TRCV5JQADVFVOFRVUHA75NDOVNGPOQRE6KJYB7IKJA7CAJII,661193019,Algofi NanoSwap - STBL-USDC (Manager contract),0,Algofi,DeFi
IPVGR2HWG7SALBBYYJBGS3B6PPEJEKFURDNADN345JWHVGXX7TVS27JAOM,661192413,Algofi NanoSwap - STBL-USDC (Market contract),0,Algofi,DeFi
YKY67NAXY7W575PBNZBITCJRSU3PRQ3O7C6V5FDINULVXSNJ2MUVTMF2EQ,661204747,Algofi NanoSwap - STBL-USDT (Manager contract),0,Algofi,DeFi
BBCAECU3IP2WCPZZCQ2MHLTSHYH37MYJRHAJZMBC366STNHRW5IUPF5Y2U,661199805,Algofi NanoSwap - STBL-USDT (Market contract),0,Algofi,DeFi
PSOJDDC6FQ5SUHGKYGYQC7SZEY77WLBZQJK3IMWRAGL2IGB7IWJ6ATUNQQ,658337046,Algofi NanoSwap - USDC-STBL (Pool),0,Algofi,DeFi
DUM274V35WPXXEPH3BJ4UFE3IDBT4P4ZRHQ2ZV52SVPJMWAJYCPRN4EHEQ,661207804,Algofi NanoSwap - USDC-USDT (Market contract),0,Algofi,DeFi
ATYRKYZ2TKJPXJVXTMQGRZ3V5GXUDRYRLOYWF7H3RRV4HDK5OJZ5PJ4FGM,659677335,Algofi NanoSwap - USDT-STBL (Pool),0,Algofi,DeFi
GSZJYXX7LAVAW6VXC2NYKZC6BZH4WCM7UVN3COSVVWPNTT7C4XXFP6TPUY,659678644,Algofi NanoSwap - USDT-USDC (Pool),0,Algofi,DeFi
KFAASNL2NP7CB76IOBQP33YDQOV73UKEGJY5EVMDINNUVVALPQF3KRUP2A,841170409,Algofi NanoSwap STBL2-USDC Lending Pool,0,Algofi,DeFi
